sub,onset,offset,cat,tier,reli
1,378.802,379.224,xxx,Infant voc,reli
1,379.738,380.122,xxx,Infant voc,reli
1,380.898,381.932, là quello verde.(RE),Caregiver voc,original
1,381.008,381.649,là quello verde. (RE),Caregiver voc,reli
1,383.015,383.509,ah,Infant voc,original
1,383.173,383.441,ah. (RE),Infant voc,reli
1,384.502,385.005,ah,Infant voc,original
1,384.707,384.875,ah.,Infant voc,reli
1,385.758,386.195,xxx,Infant voc,original
1,385.893,386.099,ah.,Infant voc,reli
1,387.126,388.328,giallo adesso (RE),Caregiver voc,original
1,387.364,388.171,giallo adesso. (RE),Caregiver voc,reli
1,389.296,390.929,eto plaio ,Infant voc,original
1,389.473,390.722,eto plaio.,Infant voc,reli
1,392.479,392.966,poi blu (RE),Caregiver voc,original
1,392.55,392.944,poi blu. (RE),Caregiver voc,reli
1,393.502,394.31,non ci va. (RE),Caregiver voc,original
1,393.778,394.066,non ci va. (RE),Caregiver voc,reli
1,394.644,395.33,eh blu (CW),Infant voc,original
1,394.71,395.173,eh blu. (CW),Infant voc,reli
1,397.019,397.339,xxx,Infant voc,original
1,398.89,399.307,oh,Infant voc,original
1,399.018,399.263,oh.,Infant voc,reli
1,399.771,400.411,lo apriamo? (W),Caregiver voc,original
1,399.846,400.274,lo apriamo? (W),Caregiver voc,reli
1,400.902,401.33,sì (CW),Infant voc,original
1,400.929,401.074,sì. (CW),Infant voc,reli
1,405.162,405.744,ecco,Infant voc,original
1,405.317,405.745,ecco.,Infant voc,reli
1,406.328,406.785,poi? (QE),Caregiver voc,original
1,406.439,406.83,poi? (QE),Caregiver voc,reli
1,406.975,407.265,xxx,Infant voc,reli
1,408.5,409.55,xxx,Infant voc,original
1,408.637,409.448,xxx,Infant voc,reli
1,409.278,410.405,quello rosso piccolo (RE),Caregiver voc,original
1,409.384,410.237,quello rosso piccolo. (RE),Caregiver voc,reli
1,412.524,413.803,oi rosso (CW),Infant voc,original
1,412.676,413.392,oi rosso. (CW),Infant voc,reli
1,417.184,417.486,eh no (C),Caregiver voc,original
1,417.295,419.338,eh no. così il contrario. adesso li chiudi. vero? (C RE RA C),Caregiver voc,reli
1,417.489,418.299, così il contrario (RE),Caregiver voc,original
1,418.299,419.086,adesso li chiudi (RA),Caregiver voc,original
1,419.087,419.409,vero? (C),Caregiver voc,original
1,420.771,421.244,così (C),Caregiver voc,original
1,420.823,421.277,così. (C),Caregiver voc,reli
1,422.015,423.209,poi devi mettere quello blu (DA),Caregiver voc,original
1,422.2,423.606,poi devi mettere quello blu. guarda così. (DA DA),Caregiver voc,reli
1,423.212,423.769,guarda così (DA),Caregiver voc,original
1,423.775,424.926,xxx,Caregiver voc,original
1,424.054,424.861,xxx (I),Caregiver voc,reli
1,425.596,425.995,ecco,Infant voc,original
1,425.615,425.966,ecco.,Infant voc,reli
1,427.156,427.726,giallo (RE),Caregiver voc,original
1,427.335,427.684,giallo. (RE),Caregiver voc,reli
1,428.944,429.388,queto,Infant voc,original
1,429.072,429.387,queto.,Infant voc,reli
1,430.196,430.662,verde (RE),Caregiver voc,original
1,430.2,430.523,verde. (RE),Caregiver voc,reli
1,435.192,435.658,xxx,Infant voc,original
1,435.275,435.459,queto.,Infant voc,reli
1,436.259,436.701,queto ,Infant voc,original
1,436.394,436.692,queto.,Infant voc,reli
1,436.876,437.284,xxx,Infant voc,original
1,436.905,437.402,poi? (QE),Caregiver voc,original
1,437.079,437.353,poi? (QE),Caregiver voc,reli
1,437.079,437.353,xxx,Infant voc,reli
1,438.245,439.407,xxx,Infant voc,original
1,438.44,439.064,xxx,Infant voc,reli
1,439.038,440.206,guarda là quell’altro (DA),Caregiver voc,original
1,439.149,439.882,guarda là quell’altro. (DA),Caregiver voc,reli
1,440.597,441.282,mama,Infant voc,original
1,440.611,441.165,mama.,Infant voc,reli
1,442.64,444.266,xxx mamma,Infant voc,original
1,442.779,444.296,xxx mamma.,Infant voc,reli
1,445.561,446.646,oh tira (C DA),Caregiver voc,original
1,445.744,446.438,oh tira. (C DA),Caregiver voc,reli
1,459.684,459.944,xxx,Infant voc,reli
1,469.807,470.409,xxx,Infant voc,original
1,469.832,470.324,xxx,Infant voc,reli
1,471.271,471.725,ia,Infant voc,original
1,471.367,471.555,ia.,Infant voc,reli
1,472.386,473.038,xxx,Infant voc,original
1,472.547,472.662,xxx,Infant voc,reli
1,474.812,475.357,gaia,Infant voc,original
1,474.92,475.539,gaia.,Infant voc,reli
1,475.608,476.173,bima,Infant voc,original
1,475.766,476.198,bima.,Infant voc,reli
1,476.969,477.406,ah,Infant voc,original
1,476.985,477.157,ah.,Infant voc,reli
1,478.008,478.629,boma,Infant voc,original
1,478.137,478.482,boma.,Infant voc,reli
1,478.772,479.746,xxx,Infant voc,original
1,478.953,479.818,xxx,Infant voc,reli
1,480.362,480.83,ah,Infant voc,original
1,480.464,480.62,ah.,Infant voc,reli
1,481.362,482.461,petite,Infant voc,original
1,481.662,482.538,petite.,Infant voc,reli
1,482.948,483.37,ah,Infant voc,original
1,483.034,483.346,ah.,Infant voc,reli
1,483.782,484.828,petite,Infant voc,original
1,483.943,484.753,petite.,Infant voc,reli
1,485.131,485.456,ah,Infant voc,original
1,485.136,485.479,ah.,Infant voc,reli
1,486.087,486.746,xxx,Infant voc,original
1,486.355,486.699,xxx,Infant voc,reli
1,488.037,488.726,mama,Infant voc,original
1,488.202,488.668,mama.,Infant voc,reli
1,489.619,490.201,xxx,Infant voc,original
1,489.793,490.307,xxx,Infant voc,reli
1,491.334,491.904,aia,Infant voc,original
1,491.359,492.314,aia.,Infant voc,reli
1,492.801,493.315,tite.,Infant voc,reli
1,492.804,493.267,tite,Infant voc,original
1,493.554,494.407,aia,Infant voc,original
1,493.672,494.213,aia.,Infant voc,reli
1,494.578,495.086,tite,Infant voc,original
1,494.696,495.594,tite. mama.,Infant voc,reli
1,495.094,495.619,mama,Infant voc,original
1,495.977,496.423,tite,Infant voc,original
1,496.03,496.511,tite.,Infant voc,reli
1,496.716,497.149,mama.,Infant voc,reli
1,496.75,497.13,mama,Infant voc,original
1,497.427,497.846,tite,Infant voc,original
1,497.561,497.97,tite.,Infant voc,reli
1,498.149,498.683,mama,Infant voc,original
1,498.2,498.69,mama.,Infant voc,reli
1,498.897,500.671,e questo trenino qua come farà? (QE),Caregiver voc,original
1,498.984,502.135,e questo trenino qua come farà? come funzionerà questo trenino? (QE),Caregiver voc,reli
1,500.704,502.302, come funzionerà questo trenino? ( - ),Caregiver voc,original
1,501.564,502.208,tu tu,Infant voc,original
1,501.589,502.319,tu tu.,Infant voc,reli
1,502.701,503.589,tu tu,Caregiver voc,original
1,502.924,503.553,tu tu. (OP),Caregiver voc,reli
1,503.617,504.227,e poi? (QE),Caregiver voc,original
1,503.668,504.179,e poi? (QE),Caregiver voc,reli
1,505.165,506.874,[fa il rumore del treno] (CWOP),Infant voc,reli
1,505.198,507.07,[CHI fa il rumore del treno] (CWOP),Infant voc,original
1,505.4,506.209,dove va? (QE),Caregiver voc,original
1,505.616,506.122,dove va? (QE),Caregiver voc,reli
1,506.657,507.348,ma dove va? ( - ),Caregiver voc,original
1,506.9,507.357,ma dove va?,Caregiver voc,reli
1,508.077,508.704,xxx,Infant voc,original
1,508.3,509.318,gnana.,Infant voc,reli
1,508.705,509.409,gnana,Infant voc,original
1,509.761,510.55,dalla nonna? (QE),Caregiver voc,original
1,509.889,510.595,dalla nonna? (QE),Caregiver voc,reli
1,510.805,511.407,sì (CW),Infant voc,original
1,510.965,511.457,sì.,Infant voc,reli
1,511.538,514.292,ah è il treno che passa a casa della nonna questo?	 (C QE),Caregiver voc,original
1,511.673,512.26,xxx,Infant voc,reli
1,512.262,514.26,ah è il treno che passa a casa della nonna questo? (C QE),Caregiver voc,reli
1,514.552,514.995,sì (CW),Infant voc,original
1,514.691,514.809,sì. (CW),Infant voc,reli
1,516.97,517.966,xxx,Infant voc,original
1,517.033,518.14,xxx,Infant voc,reli
1,518.14,520.49,vieni Olga che ci montiamo su la bambolina (DA W),Caregiver voc,original
1,518.299,520.361,vieni Olga che ci montiamo su la bambolina. (DA W),Caregiver voc,reli
1,520.905,522.565,dammi la bambolina che la facciamo stare su (DA W),Caregiver voc,original
1,521.031,522.868,dammi la bambolina che la facciamo stare su. dai. (DA W C),Caregiver voc,reli
1,522.565,522.8,dai (C),Caregiver voc,original
1,523.205,523.725,no,Infant voc,original
1,523.28,523.634,no. (CW),Infant voc,reli
1,524.022,525.072,la portiamo via (W),Caregiver voc,original
1,524.295,525.083,la portiamo via. (W),Caregiver voc,reli
1,525.32,526.384,la portiamo a casa della nonna ( - ),Caregiver voc,original
1,525.457,526.413,la portiamo a casa della nonna.,Caregiver voc,reli
1,526.571,527.6,nana,Infant voc,original
1,526.806,527.661,nana.,Infant voc,reli
1,528.32,529.328,xxx,Caregiver voc,original
1,528.457,529.173,xxx,Caregiver voc,reli
1,529.443,530.072,vieni qua (DA),Caregiver voc,original
1,529.55,529.967,vieni qua. (DA),Caregiver voc,reli
1,530.346,531.767,vediamo se c’è un treno su questa. (W),Caregiver voc,original
1,530.489,531.764,vediamo se c’è un treno su questa. (W),Caregiver voc,reli
1,531.861,532.883,su questo libro ,Caregiver voc,original
1,531.993,532.723,su questo libro.,Caregiver voc,reli
1,533.221,534.126,c’è il trattore (RE),Caregiver voc,original
1,533.397,534.153,c’è il trattore. (RE),Caregiver voc,reli
1,534.459,535.202,veramente (C),Caregiver voc,original
1,534.577,535.235,veramente. (C),Caregiver voc,reli
1,534.588,535.603,xxx,Infant voc,original
1,534.865,535.587,xxx,Infant voc,reli
1,535.923,536.61,trattore (RE),Caregiver voc,original
1,536.005,536.603,trattore. (RE),Caregiver voc,reli
1,537.201,537.805,e poi? (QE),Caregiver voc,original
1,537.438,537.855,e poi? (QE),Caregiver voc,reli
1,538.17,540.406,xxx,Infant voc,original
1,538.364,540.269,xxx,Infant voc,reli
1,540.281,541.35,spetta che ti soffio il naso.(DA RM),Caregiver voc,original
1,540.391,541.788,spetta che ti soffio il naso. (DA RM),Caregiver voc,reli
1,541.35,541.807,vieni qua (DA),Caregiver voc,original
1,541.586,542.203,xxx,Infant voc,original
1,541.792,542.135,xxx,Infant voc,reli
1,542.601,543.41,taia,Infant voc,original
1,542.805,543.4,taia.,Infant voc,reli
1,543.747,544.672,eccolo qua (C),Caregiver voc,original
1,543.941,544.659,eccolo qua. (C),Caregiver voc,reli
1,545.765,546.407,xxx,Infant voc,original
1,545.849,546.131,xxx,Infant voc,reli
1,547.165,547.675,xxx,Infant voc,original
1,547.306,547.648,xxx,Infant voc,reli
1,547.728,548.343,vieni giù (DA),Caregiver voc,original
1,547.922,548.331,vieni giù. (DA),Caregiver voc,reli
1,548.546,549.607,namma,Infant voc,original
1,548.714,549.487,namma.,Infant voc,reli
1,549.622,551.052,xxx,Infant voc,original
1,549.81,550.988,xxx,Infant voc,reli
1,551.187,552.202,xxx,Infant voc,original
1,551.365,552.316,xxx,Infant voc,reli
1,552.106,553.611,spetta che ti prendo un fazzoletto. (DA RM),Caregiver voc,original
1,552.399,553.581,spetta che ti prendo un fazzoletto. (DA RM),Caregiver voc,reli
1,554.416,554.772,xxx,Infant voc,reli
1,556.352,556.48,xxx,Infant voc,reli
1,558.151,558.728,eta,Infant voc,original
1,558.315,558.805,eta.,Infant voc,reli
1,559.692,560.202,mama,Infant voc,original
1,559.785,560.247,mama.,Infant voc,reli
1,560.592,561.044,eh,Infant voc,original
1,560.686,560.87,xxx,Infant voc,reli
1,561.044,561.71,eh,Infant voc,original
1,561.204,561.557,eh.,Infant voc,reli
1,562.536,563.109,xxx,Infant voc,original
1,562.576,563.106,eh.,Infant voc,reli
1,563.449,564.303,xxx,Infant voc,original
1,563.48,564.237,xxx,Infant voc,reli
1,564.461,565.001,xxx,Infant voc,original
1,564.523,564.967,xxx,Infant voc,reli
1,565.242,565.711,mama,Infant voc,original
1,565.389,565.799,mama.,Infant voc,reli
1,566.088,566.604,aia,Infant voc,original
1,566.189,566.628,aia.,Infant voc,reli
1,566.545,567.21,un due tre (RE),Caregiver voc,original
1,566.68,567.303,un due tre. (RE),Caregiver voc,reli
1,568.08,568.997,facciamo un gioco (W),Caregiver voc,original
1,568.254,568.908,facciamo un gioco. (W),Caregiver voc,reli
1,570.119,572.603,vediamo se tu ti ricordi cosa nasconde la mamma (W RO RM),Caregiver voc,original
1,570.25,573.1,vediamo se tu ti ricordi cosa nasconde la mamma. guarda. (W RO RM DA),Caregiver voc,reli
1,572.553,573.066,xxx,Infant voc,original
1,572.624,573.109,guarda (DA),Caregiver voc,original
1,573.276,573.739,attenta (DA),Caregiver voc,original
1,573.293,575.841,attenta. che io nascondo una cosa. stai attenta eh? (DA RM DA C),Caregiver voc,reli
1,573.74,574.843,che io nascondo una cosa (RM),Caregiver voc,original
1,573.836,574.26,xxx,Infant voc,original
1,574.844,575.599,stai attenta eh? (DA C),Caregiver voc,original
1,576.673,577.483,chiudi gli occhi. (DA),Caregiver voc,reli
1,576.703,577.454,chiudi gli occhi (DA),Caregiver voc,original
1,578.782,579.714,chiudi gli occhi ( - ),Caregiver voc,original
1,578.918,579.823,chiudi gli occhi.,Caregiver voc,reli
1,581.858,582.312,eh (C),Caregiver voc,original
1,581.946,582.281,eh. (C),Caregiver voc,reli
1,582.521,583.807,cosa ho nascosto qua sotto? (QM),Caregiver voc,original
1,582.674,583.928,cosa ho nascosto qua sotto?	 (QM),Caregiver voc,reli
1,585.158,585.937,cosa c’è qui? (QE),Caregiver voc,original
1,585.339,585.886,cosa c’è qui? (QE),Caregiver voc,reli
1,586.396,587.127,mama,Infant voc,original
1,586.622,587.142,mama.,Infant voc,reli
1,587.208,588.209,cosa c’è qui sotto?,Caregiver voc,original
1,587.401,588.238,cosa c’è qui sotto?,Caregiver voc,reli
1,588.767,589.905,xxx,Infant voc,original
1,588.91,589.958,xxx,Infant voc,reli
1,589.99,590.661,il? (QE),Caregiver voc,original
1,590.042,590.541,il? (QE),Caregiver voc,reli
1,591.052,591.886,teno,Infant voc,original
1,591.097,591.989,teno.,Infant voc,reli
1,592.004,593.084,il treno (RE),Caregiver voc,original
1,592.154,594.055,il treno. brava. (RE AE),Caregiver voc,reli
1,593.087,593.923,brava (AE),Caregiver voc,original
1,595.278,596.305,adesso guarda bene (DA),Caregiver voc,original
1,595.371,600.473,adesso guarda bene. chiudi gli occhi. girati di lato. non devi vedere. ferma lì. (DA DA DA DA DA),Caregiver voc,reli
1,596.307,597.411,chiudi gli occhi (DA),Caregiver voc,original
1,597.424,598.209,girati di lato.	(DA),Caregiver voc,original
1,598.212,599.048,non devi vedere (DA),Caregiver voc,original
1,599.446,600.395,ferma lì (DA),Caregiver voc,original
10,6.366,7.271,è mio.	(CW),Infant voc,original
10,6.45,7.05,è mio (CW),Infant voc,reli
10,7.414,8.206,è tuo cosa?	(QE),Caregiver voc,original
10,7.54,8.08,è tuo cosa? (QE),Caregiver voc,reli
10,8.686,11.479,na peso na peso,Infant voc,original
10,8.79,11.32,na peso na peso,Infant voc,reli
10,11.569,12.614,dov’è il piede qua? (QO),Caregiver voc,original
10,11.72,12.3,dov'è il piede qua? QO,Caregiver voc,reli
10,12.964,14.122,allora il libretto? (C QE),Caregiver voc,original
10,13.15,14.07,allora il libretto? (C QE),Caregiver voc,reli
10,14.74,15.401,sì (CW),Infant voc,original
10,14.81,15.06,sì (CW),Infant voc,reli
10,15.656,18.691,xx il libret(to) chi è questa?	(I RE QE),Caregiver voc,original
10,15.86,18.2,xx il libret(to) chi è questa? ( I RE QE),Caregiver voc,reli
10,18.66,19.62,pappa (CW),Infant voc,reli
10,18.732,19.604,pappa (CW),Infant voc,original
10,19.744,21.204,e questi cosa sono? (QE),Caregiver voc,original
10,19.915,21.175,e questi cosa sono? (QE),Caregiver voc,reli
10,21.341,22.005,a tati@c.,Infant voc,original
10,21.5,22.45,a tati@c,Infant voc,reli
10,22.081,23.887,no i tati@c dai. (AD),Caregiver voc,original
10,22.62,24.47,no i tati@c dai (AD) questo chi è questo? (QE),Caregiver voc,reli
10,23.89,24.996,questo chi è questo? (QE),Caregiver voc,original
10,25.419,26.61,mio oh (CW),Infant voc,original
10,25.61,26.54,mio oh (CW),Infant voc,reli
10,26.484,31.201, ma tuo vuoi leggere tu ma guarda qua dietro chi c’è guarda qua dietro chi c’è chi è? (RE RA DA QE) ,Caregiver voc,original
10,26.93,31.11,ma tuo vuoi leggere tu ma guarda qua dietro chi c'è guarda qua dietro chi c'è chi è? (RE RA DA QE),Caregiver voc,reli
10,31.953,33.11,piopio@o. (CWOP),Infant voc,original
10,32.14,32.8,piopio@o (CWOP),Infant voc,reli
10,33.141,33.984,piopio@o. (RE),Caregiver voc,original
10,33.31,33.91,piopio@a (RE),Caregiver voc,reli
10,34.549,36.312,ma che piopio@o cavallino. (RE RE),Caregiver voc,original
10,34.88,36.27,ma che piopio@o cacallino (RE RE),Caregiver voc,reli
10,38.52,41.006,uh il trenino come fa il trenino? (C QE),Caregiver voc,original
10,38.57,41.02,uh il trenino come fa il trenino? (C QE),Caregiver voc,reli
10,41.051,41.6,ciuf@o.	(CWOP),Infant voc,original
10,41.1,41.3,ciuf@o (CWOP),Infant voc,reli
10,41.648,42.511,ciufciuf@o. (OP),Caregiver voc,original
10,41.71,42.33,ciufciuf@o (OP),Caregiver voc,reli
10,43.143,44.43,e questa è la casetta? (QE),Caregiver voc,original
10,43.43,44.72,e questa è la casetta? (QE),Caregiver voc,reli
10,44.656,45.213,mm,Infant voc,original
10,44.81,45.07,mm,Infant voc,reli
10,45.288,46.291, e questo chi è? (QE),Caregiver voc,original
10,45.43,46.16,e questo chi è? (QE),Caregiver voc,reli
10,46.365,47.271,bau@o.	(CWOP),Infant voc,original
10,46.47,47.14,bau@o (CWOP),Infant voc,reli
10,47.327,49.284,il bau@o e questo? (RE QE),Caregiver voc,original
10,47.33,49.32,il bau@o e questo (RE QE),Caregiver voc,reli
10,50.788,51.916,peppe@c.,Infant voc,original
10,51.02,51.74,peppe@c ,Infant voc,reli
10,51.69,52.39,le scarpette (RE),Caregiver voc,reli
10,51.854,52.865,le scarpette. (RE),Caregiver voc,original
10,52.63,53.15,oh,Infant voc,reli
10,52.875,53.29,oh,Infant voc,original
10,53.67,54.668,e questo?	(QE),Caregiver voc,original
10,53.76,54.28,e questo? (QE),Caregiver voc,reli
10,54.708,55.288,xxx,Infant voc,original
10,54.73,55.31,xxx,Infant voc,reli
10,55.327,55.936,cos’è questo? (QE),Caregiver voc,original
10,55.49,56.24,cos'è questo? (QE),Caregiver voc,reli
10,56.621,57.395,xxx,Infant voc,original
10,56.64,57.28,xxx,Infant voc,reli
10,57.576,60.008,brumbrum@o l’automobile. (OP RE),Caregiver voc,original
10,57.85,59.76,brumbrum@o l'automobile (OP RE),Caregiver voc,reli
10,61.89,62.612,e questo? (QE),Caregiver voc,original
10,61.93,62.28,e questo? (QE),Caregiver voc,reli
10,64.001,64.892,piopio@o (CWOP),Infant voc,original
10,64.06,64.78,piopio@o (CWOP),Infant voc,reli
10,64.82,65.46,piopio@0 (RE),Caregiver voc,reli
10,64.911,65.668,piopio@o. (RE),Caregiver voc,original
10,66.808,68.269,telefoniamo alla nonna? (W),Caregiver voc,original
10,66.95,68.32,telefoniamo all nonna? (W),Caregiver voc,reli
10,68.616,69.206,no(n)na (CW),Infant voc,original
10,68.74,69.07,no(n)na (CW),Infant voc,reli
10,69.146,70.813,pronto nonna? (AG),Caregiver voc,original
10,69.2,71.8,pronto nona? pronto? (AG),Caregiver voc,reli
10,70.824,71.796,pronto?,Caregiver voc,original
10,73.57,74.69,ti passo Mariella (RM NC),Caregiver voc,reli
10,73.704,74.788,ti passo Mariella. (RM NC),Caregiver voc,original
10,76.81,77.266,no (CW),Infant voc,original
10,76.87,77.14,no (CW),Infant voc,reli
10,77.279,77.817,no? (C),Caregiver voc,original
10,77.37,77.63,no? (C),Caregiver voc,reli
10,77.82,79.418,non c’è la nonna al telefono? (QE),Caregiver voc,original
10,77.94,79.16,non c'è la nonna al telefono? (QE),Caregiver voc,reli
10,79.66,80.63,pronto?  no? (AG C),Caregiver voc,reli
10,79.72,80.607,pronto? (AG),Caregiver voc,original
10,81.885,83.078,allora mettiamo giù. (CW),Caregiver voc,original
